Name,Easting,Northing,Elevation,Date_Obs,Time_Obs,,
MAT06_B3_CT_03,393810.5799,7614325.945,760.883849,6/21/2019,11:58:00 AM,,
MAT06_B3_CT_04,393812.3028,7614321.401,761.125726,6/21/2019,11:58:15 AM,,
MAT06_B3_EXTRA_01,393834.0049,7614319.757,759.413513,6/21/2019,11:59:18 AM,,
MAT06_B3_EXTRA_02,393835.7616,7614315.031,759.471357,6/21/2019,11:59:31 AM,,
MAT06_B3_EXTRA_03,393815.4208,7614312.851,761.492873,6/21/2019,11:59:18 AM,,
MAT06_B3_EXTRA_04,393817.4478,7614308.195,761.417541,6/21/2019,11:59:31 AM,,
MAT06_B3_F0.5_01,393824.5749,7614345.881,759.205686,6/21/2019,11:56:27 AM,,
MAT06_B3_F0.5_02,393826.1553,7614341.171,759.165054,6/21/2019,11:56:41 AM,,
MAT06_B3_F0.5_03,393805.7928,7614339.003,760.884033,6/21/2019,11:56:25 AM,,
MAT06_B3_F0.5_04,393807.4621,7614334.466,761.012472,6/21/2019,11:56:39 AM,,
MAT06_B3_F1_01,393822.2048,7614352.42,759.027876,6/21/2019,11:55:51 AM,,
MAT06_B3_F1_02,393823.8503,7614347.885,759.072403,6/21/2019,11:56:05 AM,,
MAT06_B3_F1_03,393803.3451,7614345.658,761.003855,6/21/2019,11:55:43 AM,,
MAT06_B3_F1_04,393805.072,7614341.038,760.964244,6/21/2019,11:55:58 AM,,
MAT06_B3_F10_01,393831.6659,7614326.156,759.282157,6/21/2019,11:58:38 AM,,
MAT06_B3_F10_02,393833.3115,7614321.524,759.333774,6/21/2019,11:58:55 AM,,
MAT06_B3_F10_03,393813.0219,7614319.411,761.191827,6/21/2019,11:58:41 AM,,
MAT06_B3_F10_04,393814.6895,7614314.817,761.408652,6/21/2019,11:58:57 AM,,
MAT06_B3_F2_01,393812.3647,7614378.703,758.82482,6/21/2019,11:51:35 AM,,
MAT06_B3_F2_02,393814.1332,7614374.026,759.167931,6/21/2019,11:51:49 AM,,
MAT06_B3_F2_03,393793.7945,7614371.973,760.678293,6/21/2019,11:51:30 AM,,
MAT06_B3_F2_04,393795.4371,7614367.304,760.676671,6/21/2019,11:51:50 AM,,
MAT06_B3_F5_01,393826.8832,7614339.328,759.25795,6/21/2019,11:57:09 AM,,
MAT06_B3_F5_02,393828.7052,7614334.481,759.121947,6/21/2019,11:57:22 AM,,
MAT06_B3_F5_03,393808.0912,7614332.577,760.930051,6/21/2019,11:57:19 AM,,
MAT06_B3_F5_04,393809.8223,7614327.911,761.053531,6/21/2019,11:57:32 AM,,
MAT06_B3_GH_01,393818.4985,7614357.855,759.113977,6/21/2019,11:54:33 AM,,
MAT06_B3_GH_02,393811.6053,7614355.009,759.801622,6/21/2019,11:54:52 AM,,
MAT06_B3_GH_03,393813.1026,7614351.511,759.844768,6/21/2019,11:55:06 AM,,
MAT06_B3_GH_04,393819.9905,7614354.222,759.049963,6/21/2019,11:55:22 AM,,
MAT06_B3_H_01,393819.7047,7614358.95,759.1114,6/21/2019,11:53:50 AM,,
MAT06_B3_H_02,393821.4559,7614354.34,758.997691,6/21/2019,11:54:05 AM,,
MAT06_B3_H_03,393800.951,7614352.183,760.948332,6/21/2019,11:53:56 AM,,
MAT06_B3_H_04,393802.6667,7614347.619,760.957277,6/21/2019,11:54:24 AM,,
MAT06_B3_NH4-P_01,393814.8659,7614372.113,759.153539,6/21/2019,11:52:16 AM,,
MAT06_B3_NH4-P_02,393816.6599,7614367.389,759.133604,6/21/2019,11:52:30 AM,,
MAT06_B3_NH4-P_03,393796.2333,7614365.267,760.803697,6/21/2019,11:52:14 AM,,
MAT06_B3_NH4-P_04,393797.8653,7614360.79,760.851138,6/21/2019,11:52:32 AM,,
MAT06_B3_NO3-P_01,393817.3462,7614365.517,759.069719,6/21/2019,11:53:09 AM,,
MAT06_B3_NO3-P_02,393798.5563,7614358.826,760.746133,6/21/2019,11:53:09 AM,,
MAT06_B3_NO3-P_03,393800.2365,7614354.129,760.837104,6/21/2019,11:53:25 AM,,
MAT06_B3_NO3-P_04,393819.033,7614360.85,759.20511,6/21/2019,11:53:24 AM,,
MAT06_B4_CT_01,393950.0886,7614171.252,755.614639,6/21/2019,12:12:37 PM,,
MAT06_B4_CT_02,393950.8906,7614166.406,755.577985,6/21/2019,12:12:54 PM,,
MAT06_B4_CT_03,393930.5948,7614168.152,757.042931,6/21/2019,12:12:31 PM,,
MAT06_B4_CT_04,393931.1998,7614163.368,757.2022,6/21/2019,12:12:50 PM,,
MAT06_B4_EXTRA_01,393957.0076,7614129.955,755.891256,6/21/2019,12:18:11 PM,,
MAT06_B4_EXTRA_02,393957.6303,7614124.822,755.898472,6/21/2019,12:18:31 PM,,
MAT06_B4_EXTRA_03,393937.0656,7614126.767,757.521281,6/21/2019,12:18:09 PM,,
MAT06_B4_EXTRA_04,393937.8917,7614121.881,757.466922,6/21/2019,12:18:28 PM,,
MAT06_B4_F0.5_01,393946.8575,7614191.957,755.400811,6/21/2019,12:10:06 PM,,
MAT06_B4_F0.5_02,393947.5997,7614187.105,755.421471,6/21/2019,12:10:19 PM,,
MAT06_B4_F0.5_03,393927.1758,7614188.872,757.13165,6/21/2019,12:09:47 PM,,
MAT06_B4_F0.5_04,393927.9824,7614184.053,757.319045,6/21/2019,12:10:12 PM,,
MAT06_B4_F1_01,393951.2499,7614164.404,755.626101,6/21/2019,12:13:16 PM,,
MAT06_B4_F1_02,393951.9954,7614159.478,755.645097,6/21/2019,12:13:31 PM,,
MAT06_B4_F1_03,393931.5921,7614161.316,757.275725,6/21/2019,12:13:17 PM,,
MAT06_B4_F1_04,393932.3523,7614156.413,757.207508,6/21/2019,12:13:33 PM,,
MAT06_B4_F10_01,393955.874,7614136.829,755.61157,6/21/2019,12:17:38 PM,,
MAT06_B4_F10_02,393956.6708,7614131.984,755.822805,6/21/2019,12:17:52 PM,,
MAT06_B4_F10_03,393935.9714,7614133.656,757.382198,6/21/2019,12:17:29 PM,,
MAT06_B4_F10_04,393936.8155,7614128.811,757.555383,6/21/2019,12:17:46 PM,,
MAT06_B4_F2_01,393952.3364,7614157.482,755.630569,6/21/2019,12:13:57 PM,,
MAT06_B4_F2_02,393953.1775,7614152.612,755.824809,6/21/2019,12:14:11 PM,,
MAT06_B4_F2_03,393932.7386,7614154.359,757.307925,6/21/2019,12:13:59 PM,,
MAT06_B4_F2_04,393933.4285,7614149.51,757.270091,6/21/2019,12:14:14 PM,,
MAT06_B4_F5_01,393947.8488,7614185.109,755.396916,6/21/2019,12:10:48 PM,,
MAT06_B4_F5_02,393948.7063,7614180.178,755.520348,6/21/2019,12:11:06 PM,,
MAT06_B4_F5_03,393928.3407,7614181.974,757.220589,6/21/2019,12:10:52 PM,,
MAT06_B4_F5_04,393929.0948,7614177.138,757.280975,6/21/2019,12:11:17 PM,,
MAT06_B4_GH_01,393953.1747,7614146.003,755.663044,6/21/2019,12:15:26 PM,,
MAT06_B4_GH_02,393945.929,7614144.749,756.296658,6/21/2019,12:15:44 PM,,
MAT06_B4_GH_03,393945.1976,7614148.358,756.393816,6/21/2019,12:16:04 PM,,
MAT06_B4_GH_04,393952.4877,7614149.833,755.626489,6/21/2019,12:16:21 PM,,
MAT06_B4_H_01,393953.4818,7614150.596,755.516947,6/21/2019,12:14:45 PM,,
MAT06_B4_H_02,393954.3792,7614145.502,755.571603,6/21/2019,12:15:01 PM,,
MAT06_B4_H_03,393933.6834,7614147.448,757.309779,6/21/2019,12:14:47 PM,,
MAT06_B4_H_04,393934.5604,7614142.626,757.412363,6/21/2019,12:15:03 PM,,
MAT06_B4_NH4-P_01,393949.0194,7614178.147,755.614256,6/21/2019,12:11:57 PM,,
MAT06_B4_NH4-P_02,393949.7839,7614173.28,755.600932,6/21/2019,12:12:11 PM,,
MAT06_B4_NH4-P_03,393929.4016,7614175.054,757.18571,6/21/2019,12:11:57 PM,,
MAT06_B4_NH4-P_04,393930.2481,7614170.247,757.125566,6/21/2019,12:12:10 PM,,
MAT06_B4_NO3-P_01,393955.5866,7614138.841,755.768459,6/21/2019,12:17:10 PM,,
MAT06_B4_NO3-P_02,393934.8645,7614140.572,757.406554,6/21/2019,12:16:51 PM,,
MAT06_B4_NO3-P_03,393935.7376,7614135.705,757.43247,6/21/2019,12:17:07 PM,,
MAT06_B4_NO3-P_04,393954.7125,7614143.518,755.699051,6/21/2019,12:16:56 PM,,
MAT81_B1_CHO_01,395185.9507,7615265.274,755.18235,7/14/2019,1:28:34 PM,,
MAT81_B1_CHO_02,395181.0578,7615264.721,754.984871,7/14/2019,1:28:50 PM,,
MAT81_B1_CHO_03,395187.696,7615245.238,755.221271,7/14/2019,1:29:39 PM,,
MAT81_B1_CHO_04,395182.7839,7615244.783,755.072457,7/14/2019,1:29:56 PM,,
MAT81_B1_CT_01,395193.6862,7615245.513,755.415562,7/14/2019,1:25:50 PM,,
MAT81_B1_CT_02,395188.747,7615245.414,755.264948,7/14/2019,1:26:30 PM,,
MAT81_B1_CT_03,395187.0197,7615265.269,755.202625,7/14/2019,1:27:00 PM,,
MAT81_B1_CT_04,395191.9077,7615265.646,755.398048,7/14/2019,1:27:17 PM,,
MAT81_B1_GH_01,395181.7761,7615244.684,754.995197,7/14/2019,1:31:31 PM,,
MAT81_B1_GH_02,395176.7342,7615244.457,754.726194,7/14/2019,1:31:54 PM,,
MAT81_B1_GH_03,395175.0771,7615264.33,754.831378,7/14/2019,1:32:23 PM,,
MAT81_B1_GH_04,395180.0464,7615264.605,754.907036,7/14/2019,1:32:38 PM,,
MAT81_B1_NP_01,395203.705,7615246.217,756.043545,7/14/2019,1:12:38 PM,,
MAT81_B1_NP_02,395198.6,7615245.648,755.844819,7/14/2019,1:14:17 PM,,
MAT81_B1_NP_03,395201.848,7615266.617,755.841874,7/14/2019,1:15:28 PM,,
MAT81_B1_NP_04,395196.9674,7615266.197,755.81904,7/14/2019,1:15:42 PM,,
MAT81_B1_SH_01,395195.9728,7615266.067,755.795844,7/14/2019,1:17:15 PM,,
MAT81_B1_SH_02,395193.004,7615265.763,755.464533,7/14/2019,1:18:17 PM,,
MAT81_B1_SH_03,395197.4719,7615245.56,755.699266,7/14/2019,1:24:27 PM,,
MAT81_B1_SH_04,395194.6722,7615245.617,755.661308,7/14/2019,1:24:39 PM,,
MAT81_B2_CHO_01,395227.992,7615269.269,756.998786,7/14/2019,1:07:59 PM,,
MAT81_B2_CHO_02,395223.1347,7615268.821,756.931835,7/14/2019,1:08:13 PM,,
MAT81_B2_CHO_03,395223.8481,7615248.923,756.963604,7/14/2019,1:08:45 PM,,
MAT81_B2_CHO_04,395228.6619,7615249.109,757.034949,7/14/2019,1:09:01 PM,,
MAT81_B2_CT_01,395238.6832,7615249.479,757.54359,7/14/2019,12:56:19 PM,,
MAT81_B2_CT_02,395233.7352,7615249.272,757.306619,7/14/2019,12:56:31 PM,,
MAT81_B2_CT_03,395232.9743,7615269.334,757.198044,7/14/2019,12:57:02 PM,,
MAT81_B2_CT_04,395237.988,7615269.447,757.442398,7/14/2019,12:57:17 PM,,
MAT81_B2_GH_01,395242.5079,7615269.66,757.593737,7/14/2019,12:52:38 PM,,
MAT81_B2_GH_02,395238.9882,7615269.568,757.422591,7/14/2019,12:53:36 PM,,
MAT81_B2_GH_03,395239.7138,7615249.498,757.646821,7/14/2019,12:54:14 PM,,
MAT81_B2_GH_04,395242.9651,7615249.628,757.670942,7/14/2019,12:54:28 PM,,
MAT81_B2_NP_01,395248.7889,7615249.816,757.975827,7/14/2019,12:47:27 PM,,
MAT81_B2_NP_02,395243.7946,7615249.616,757.660982,7/14/2019,12:48:15 PM,,
MAT81_B2_NP_03,395243.5195,7615269.648,757.547275,7/14/2019,12:49:14 PM,,
MAT81_B2_NP_04,395248.091,7615269.909,757.620309,7/14/2019,12:51:50 PM,,
MAT81_B2_SH_01,395232.8532,7615249.318,757.191471,7/14/2019,12:58:08 PM,,
MAT81_B2_SH_02,395229.796,7615249.217,757.134388,7/14/2019,1:06:54 PM,,
MAT81_B2_SH_03,395231.9646,7615269.4,757.175847,7/14/2019,1:07:28 PM,,
MAT81_B2_SH_04,395229.0184,7615269.301,757.081689,7/14/2019,1:07:39 PM,,
MAT81_B3_CHO_01,395257.9006,7615249.151,758.166606,7/14/2019,12:44:40 PM,,
MAT81_B3_CHO_02,395253.3697,7615251.42,758.10239,7/14/2019,12:44:55 PM,,
MAT81_B3_CHO_03,395262.5282,7615269.428,758.145043,7/14/2019,12:45:21 PM,,
MAT81_B3_CHO_04,395266.9683,7615267.142,758.307573,7/14/2019,12:45:49 PM,,
MAT81_B3_CT_01,395272.2501,7615264.465,758.44587,7/14/2019,12:40:49 PM,,
MAT81_B3_CT_02,395267.8281,7615266.62,758.20826,7/14/2019,12:41:11 PM,,
MAT81_B3_CT_03,395258.7951,7615248.723,758.218666,7/14/2019,12:43:27 PM,,
MAT81_B3_CT_04,395262.9316,7615246.233,758.340588,7/14/2019,12:43:56 PM,,
MAT81_B3_GH_01,395273.0647,7615241.622,758.597855,7/14/2019,12:09:33 PM,,
MAT81_B3_GH_02,395277.5382,7615238.993,758.650894,7/14/2019,12:09:51 PM,,
MAT81_B3_GH_03,395286.4917,7615257.294,758.718493,7/14/2019,12:13:45 PM,,
MAT81_B3_GH_04,395282.0343,7615259.494,758.581067,7/14/2019,12:14:00 PM,,
MAT81_B3_NP_01,395281.1334,7615259.903,758.640129,7/14/2019,12:14:59 PM,,
MAT81_B3_NP_02,395276.531,7615262.313,758.428747,7/14/2019,12:23:56 PM,,
MAT81_B3_NP_03,395267.735,7615244.162,758.351417,7/14/2019,12:24:25 PM,,
MAT81_B3_NP_04,395272.17,7615241.932,758.482052,7/14/2019,12:24:42 PM,,
MAT81_B3_SH_01,395266.7792,7615244.396,758.331369,7/14/2019,12:25:47 PM,,
MAT81_B3_SH_02,395263.89,7615245.912,758.409734,7/14/2019,12:26:34 PM,,
MAT81_B3_SH_03,395275.6437,7615262.777,758.364876,7/14/2019,12:32:25 PM,,
MAT81_B3_SH_04,395273.1348,7615263.948,758.39234,7/14/2019,12:39:19 PM,,
MAT81_B4_CHO_01,395258.8763,7615210.894,758.138733,7/14/2019,11:51:00 AM,,
MAT81_B4_CHO_02,395270.8393,7615226.786,758.423959,7/14/2019,11:51:35 AM,,
MAT81_B4_CHO_03,395267.1136,7615230.154,758.394942,7/14/2019,11:51:52 AM,,
MAT81_B4_CHO_04,395254.7945,7615213.984,758.039291,7/14/2019,11:54:20 AM,,
MAT81_B4_CT_01,395263.4467,7615207.311,758.373524,7/14/2019,11:48:07 AM,,
MAT81_B4_CT_02,395275.6797,7615223.452,758.653456,7/14/2019,11:48:37 AM,,
MAT81_B4_CT_03,395271.6574,7615226.278,758.517126,7/14/2019,11:48:53 AM,,
MAT81_B4_CT_04,395259.5229,7615210.303,758.096032,7/14/2019,11:49:55 AM,,
MAT81_B4_GH_01,395254.0242,7615214.706,758.010678,7/14/2019,12:02:57 PM,,
MAT81_B4_GH_02,395266.2974,7615230.734,758.34961,7/14/2019,12:03:25 PM,,
MAT81_B4_GH_03,395262.2335,7615233.584,758.205285,7/14/2019,12:03:39 PM,,
MAT81_B4_GH_04,395250.1005,7615217.819,757.802557,7/14/2019,12:04:08 PM,,
MAT81_B4_NP_01,395271.4957,7615201.14,758.736145,7/14/2019,11:42:06 AM,,
MAT81_B4_NP_02,395267.4236,7615204.257,758.760436,7/14/2019,11:42:24 AM,,
MAT81_B4_NP_03,395279.5595,7615220.279,758.688997,7/14/2019,11:44:02 AM,,
MAT81_B4_NP_04,395283.6297,7615217.206,758.87897,7/14/2019,11:44:17 AM,,
MAT81_B4_SH_01,395278.6873,7615220.729,758.695208,7/14/2019,11:45:13 AM,,
MAT81_B4_SH_02,395276.421,7615222.803,758.626734,7/14/2019,11:45:37 AM,,
MAT81_B4_SH_03,395264.2171,7615206.76,758.44942,7/14/2019,11:46:42 AM,,
MAT81_B4_SH_04,395266.6515,7615204.957,758.561112,7/14/2019,11:47:05 AM,,
MAT89_B1_CT1_1,393863.4947,7614743.328,743.743093,6/26/2019,3:07:23 PM,,
MAT89_B1_CT1_2,393867.6196,7614740.985,743.89989,6/26/2019,3:07:44 PM,,
MAT89_B1_CT1_3,393853.3515,7614725.984,745.016239,6/26/2019,3:07:18 PM,,
MAT89_B1_CT1_4,393857.9224,7614723.58,745.092999,6/26/2019,3:07:38 PM,,
MAT89_B1_CT2_1,393826.7805,7614763.891,742.840566,6/26/2019,2:56:17 PM,,
MAT89_B1_CT2_2,393830.9807,7614761.531,743.046216,6/26/2019,2:56:36 PM,,
MAT89_B1_CT2_3,393817.0033,7614746.406,744.077217,6/26/2019,2:56:32 PM,,
MAT89_B1_CT2_4,393821.3597,7614743.934,744.143119,6/26/2019,2:56:51 PM,,
MAT89_B1_EXC-CT-LF_1,393870.3596,7614727.947,744.791669,6/26/2019,3:11:36 PM,,
MAT89_B1_EXC-CT-LF_2,393875.0678,7614725.389,745.160528,6/26/2019,3:12:24 PM,,
MAT89_B1_EXC-CT-MF-5,393868.3164,7614723.461,745.160528,6/26/2020,,,
MAT89_B1_EXC-CT-MF-6,393872.5391,7614721.09,744.294825,6/26/2021,,,
MAT89_B1_EXC-CT-NF_1,393875.6764,7614736.455,744.294825,6/26/2019,3:10:42 PM,,
MAT89_B1_EXC-CT-NF_2,393880.0512,7614734.089,744.442555,6/26/2019,3:10:59 PM,,
MAT89_B1_EXC-CT-SF_3,393865.6066,7614719.033,745.384983,6/26/2019,3:10:50 PM,,
MAT89_B1_EXC-CT-SF_4,393870.1278,7614716.686,745.592571,6/26/2019,3:11:08 PM,,
MAT89_B1_EXC-NP-LF_1,393838.9467,7614756.936,743.320317,6/26/2019,2:59:59 PM,,
MAT89_B1_EXC-NP-LF_2,393843.4457,7614754.534,743.44651,6/26/2019,3:00:21 PM,,
MAT89_B1_EXC-NP-MF-5,393836.7313,7614752.582,743.44651,6/26/2020,,,
MAT89_B1_EXC-NP-MF-6,393840.7874,7614749.971,744.387308,6/26/2021,,,
MAT89_B1_EXC-NP-NF_3,393829.0038,7614739.69,744.387308,6/26/2019,2:59:52 PM,,
MAT89_B1_EXC-NP-NF_4,393833.6481,7614737.174,744.542125,6/26/2019,3:00:14 PM,,
MAT89_B1_EXC-NP-SF_1,393833.6948,7614748.125,743.761822,6/26/2019,3:01:12 PM,,
MAT89_B1_EXC-NP-SF_2,393838.2587,7614745.882,743.856153,6/26/2019,3:01:11 PM,,
MAT89_B1_GH_OUT_1,393869.3059,7614739.83,744.076231,6/26/2019,3:08:12 PM,,
MAT89_B1_GH_OUT_2,393873.6239,7614737.459,744.404079,6/26/2019,3:08:29 PM,,
MAT89_B1_GH_OUT_3,393859.6727,7614722.532,745.179142,6/26/2019,3:08:15 PM,,
MAT89_B1_GH_OUT_4,393863.8436,7614720.086,745.289149,6/26/2019,3:08:34 PM,,
MAT89_B1_GH-CT_1,393864.6044,7614723.101,744.987531,6/26/2019,3:09:01 PM,,
MAT89_B1_GH-CT_2,393862.3569,7614724.262,744.958305,6/26/2019,3:09:18 PM,,
MAT89_B1_GH-CT_3,393864.6962,7614728.659,744.533426,6/26/2019,3:09:38 PM,,
MAT89_B1_GH-CT_4,393866.924,7614727.503,744.632056,6/26/2019,3:10:01 PM,,
MAT89_B1_GH-NP_1,393869.0415,7614736.984,744.216296,6/26/2019,3:09:24 PM,,
MAT89_B1_GH-NP_2,393871.3635,7614735.846,744.404956,6/26/2019,3:09:07 PM,,
MAT89_B1_GH-NP_3,393866.8402,7614732.546,744.396561,6/26/2019,3:09:45 PM,,
MAT89_B1_GH-NP_4,393869.0575,7614731.499,744.491272,6/26/2019,3:10:06 PM,,
MAT89_B1_LIME_1,393823.1709,7614712.059,746.406249,6/26/2019,3:02:56 PM,,
MAT89_B1_LIME_2,393818.8061,7614714.174,746.139674,6/26/2019,3:02:58 PM,,
MAT89_B1_LIME-SULFUR_5,393823.2191,7614723.063,746.139674,6/26/2020,,,
MAT89_B1_LIME-SULFUR_6,393827.777,7614721.131,743.634234,6/26/2021,,,
MAT89_B1_N_1,393851.2575,7614750.221,743.634234,6/26/2019,3:05:42 PM,,
MAT89_B1_N_2,393855.7375,7614747.777,743.602183,6/26/2019,3:06:12 PM,,
MAT89_B1_N_3,393841.2847,7614732.773,744.833313,6/26/2019,3:05:44 PM,,
MAT89_B1_N_4,393845.7925,7614730.456,744.831417,6/26/2019,3:06:03 PM,,
MAT89_B1_NP_1,393845.0292,7614753.594,743.279958,6/26/2019,3:04:56 PM,,
MAT89_B1_NP_2,393849.2283,7614751.333,743.426587,6/26/2019,3:05:12 PM,,
MAT89_B1_NP_3,393835.2463,7614736.255,744.553584,6/26/2019,3:04:30 PM,,
MAT89_B1_NP_4,393839.6795,7614733.751,744.636079,6/26/2019,3:04:57 PM,,
MAT89_B1_P_1,393857.296,7614746.751,743.722847,6/26/2019,3:06:40 PM,,
MAT89_B1_P_2,393862.3782,7614743.97,743.673101,6/26/2019,3:06:57 PM,,
MAT89_B1_P_3,393847.4699,7614729.394,744.81579,6/26/2019,3:06:33 PM,,
MAT89_B1_P_4,393852.2078,7614726.733,744.896314,6/26/2019,3:06:56 PM,,
MAT89_B1_R-14C_1,393820.4582,7614767.474,742.902877,6/26/2019,2:54:29 PM,,
MAT89_B1_R-14C_2,393825.0605,7614764.829,742.901195,6/26/2019,2:55:08 PM,,
MAT89_B1_R-14C_3,393810.9683,7614750.045,744.015018,6/26/2019,2:55:45 PM,,
MAT89_B1_R-14C_4,393815.3744,7614747.341,744.112889,6/26/2019,2:56:01 PM,,
MAT89_B1_SH_OUT_1,393833.0159,7614760.415,743.181058,6/26/2019,2:57:23 PM,,
MAT89_B1_SH_OUT_2,393837.0929,7614758,743.170584,6/26/2019,2:57:36 PM,,
MAT89_B1_SH_OUT_3,393823.1618,7614743.014,744.338402,6/26/2019,2:57:23 PM,,
MAT89_B1_SH_OUT_4,393827.4353,7614740.688,744.298746,6/26/2019,2:57:42 PM,,
MAT89_B1_SH-CT_1,393825.3786,7614744.845,744.045918,6/26/2019,2:58:12 PM,,
MAT89_B1_SH-CT_2,393827.6532,7614743.742,744.187977,6/26/2019,2:59:10 PM,,
MAT89_B1_SH-CT_3,393829.902,7614748.068,743.831404,6/26/2019,2:58:50 PM,,
MAT89_B1_SH-CT_4,393827.5994,7614749.243,743.760841,6/26/2019,2:58:29 PM,,
MAT89_B1_SH-NP_1,393832.7413,7614757.409,743.212882,6/26/2019,2:58:27 PM,,
MAT89_B1_SH-NP_2,393834.8744,7614756.09,743.378552,6/26/2019,2:59:22 PM,,
MAT89_B1_SH-NP_3,393830.2815,7614753.147,743.597464,6/26/2019,2:58:46 PM,,
MAT89_B1_SH-NP_4,393832.4141,7614751.91,743.662453,6/26/2019,2:59:00 PM,,
MAT89_B1_SULFUR_3,393827.5957,7614731.955,744.884389,6/26/2019,3:03:34 PM,,
MAT89_B1_SULFUR_4,393832.054,7614729.779,745.067784,6/26/2019,3:03:29 PM,,
MAT89_B2_CT1_1,393849.838,7614696.785,746.633964,6/26/2019,1:56:44 PM,,
MAT89_B2_CT1_2,393845.4608,7614698.593,746.429456,6/26/2019,1:57:50 PM,,
MAT89_B2_CT1_3,393843.184,7614677.932,748.459664,6/26/2019,1:57:40 PM,,
MAT89_B2_CT1_4,393838.1583,7614679.905,748.162942,6/26/2019,1:58:06 PM,,
MAT89_B2_CT2_1,393863.1115,7614691.735,747.124278,6/26/2019,1:52:39 PM,,
MAT89_B2_CT2_2,393858.4761,7614693.471,747.142514,6/26/2019,1:53:11 PM,,
MAT89_B2_CT2_3,393856.4244,7614672.829,748.411091,6/26/2019,1:53:22 PM,,
MAT89_B2_CT2_4,393851.6392,7614674.707,748.395514,6/26/2019,1:53:44 PM,,
MAT89_B2_EXC-CT-LF_3,393820.5369,7614697.265,747.284539,6/26/2019,2:05:37 PM,,
MAT89_B2_EXC-CT-LF_4,393815.7511,7614698.994,747.299606,6/26/2019,2:06:21 PM,,
