Name,Easting,Northing,Elevation,Date_Obs,Time_Obs,,
MAT89_B2_EXC-CT-MF-5,393818.7404,7614692.642,747.299606,6/26/2020,,,
MAT89_B2_EXC-CT-MF-6,393814.2954,7614694.15,746.63547,6/26/2021,,,
MAT89_B2_EXC-CT-NF_1,393823.864,7614706.589,746.63547,6/26/2019,2:04:49 PM,,
MAT89_B2_EXC-CT-NF_2,393819.237,7614708.319,746.59824,6/26/2019,2:05:04 PM,,
MAT89_B2_EXC-CT-SF_3,393817.1495,7614687.759,748.026175,6/26/2019,2:05:20 PM,,
MAT89_B2_EXC-CT-SF_4,393812.3932,7614689.567,747.990738,6/26/2019,2:05:41 PM,,
MAT89_B2_EXC-NP-LF_3,393869.5107,7614668.02,748.582867,6/26/2019,1:48:08 PM,,
MAT89_B2_EXC-NP-LF_4,393864.9968,7614669.898,748.524065,6/26/2019,1:50:21 PM,,
MAT89_B2_EXC-NP-MF_5,393866.2561,7614674.513,748.524065,6/26/2020,,,
MAT89_B2_EXC-NP-MF_6,393871.315,7614672.767,747.270694,6/26/2021,,,
MAT89_B2_EXC-NP-NF_1,393876.1834,7614686.942,747.270694,6/26/2022,1:46:56 PM,,
MAT89_B2_EXC-NP-NF_2,393871.699,7614688.463,747.397508,6/26/2019,1:48:14 PM,,
MAT89_B2_EXC-NP-SF_1,393868.1921,7614679.294,747.888932,6/26/2019,1:50:25 PM,,
MAT89_B2_EXC-NP-SF_2,393872.8507,7614677.505,747.861111,6/26/2019,1:50:56 PM,,
MAT89_B2_GH-CT_1,393836.949,7614683.434,747.874397,6/26/2019,1:58:56 PM,,
MAT89_B2_GH-CT_2,393834.5469,7614684.198,747.899756,6/26/2019,1:59:14 PM,,
MAT89_B2_GH-CT_3,393836.2359,7614688.852,747.560179,6/26/2019,1:59:37 PM,,
MAT89_B2_GH-CT_4,393838.6868,7614688.008,747.476336,6/26/2019,1:59:59 PM,,
MAT89_B2_GH-NP_1,393842.0805,7614697.381,746.552624,6/26/2019,1:58:51 PM,,
MAT89_B2_GH-NP_2,393839.6058,7614698.281,746.509237,6/26/2019,1:59:14 PM,,
MAT89_B2_GH-NP_3,393837.4599,7614693.81,747.002396,6/26/2019,1:59:34 PM,,
MAT89_B2_GH-NP_4,393839.8623,7614693.085,746.980504,6/26/2019,1:59:49 PM,,
MAT89_B2_LIME_3,393855.2257,7614698.069,746.721987,6/26/2019,3:12:29 PM,,
MAT89_B2_LIME_4,393859.863,7614695.984,746.749825,6/26/2019,3:12:52 PM,,
MAT89_B2_LIME-SULFUR_5,393860.0907,7614707.218,746.749825,6/26/2020,,,
MAT89_B2_LIME-SULFUR_6,393864.7103,7614705.011,746.555764,6/26/2021,,,
MAT89_B2_N_1,393837.088,7614701.684,746.555764,6/26/2019,2:00:36 PM,,
MAT89_B2_N_2,393832.5691,7614703.313,746.681677,6/26/2019,2:00:52 PM,,
MAT89_B2_N_3,393830.1537,7614682.974,748.057466,6/26/2019,2:01:02 PM,,
MAT89_B2_N_4,393825.5384,7614684.495,748.161944,6/26/2019,2:01:26 PM,,
MAT89_B2_NP_1,393830.5231,7614704.09,746.757364,6/26/2019,2:02:59 PM,,
MAT89_B2_NP_2,393825.8233,7614705.866,746.577231,6/26/2019,2:03:21 PM,,
MAT89_B2_NP_3,393823.57,7614685.261,748.238321,6/26/2019,2:02:24 PM,,
MAT89_B2_NP_4,393818.9625,7614687.403,748.123901,6/26/2019,2:03:30 PM,,
MAT89_B2_P_1,393869.6439,7614689.318,747.301947,6/26/2019,1:51:39 PM,,
MAT89_B2_P_2,393865.0309,7614690.931,747.242768,6/26/2019,1:51:59 PM,,
MAT89_B2_P_3,393862.9488,7614670.625,748.513427,6/26/2019,1:51:35 PM,,
MAT89_B2_P_4,393858.0686,7614672.178,748.481933,6/26/2019,1:52:02 PM,,
MAT89_B2_R-14C_1,393817.365,7614709.028,746.441885,6/26/2019,2:07:09 PM,,
MAT89_B2_R-14C_2,393812.7544,7614710.866,746.367014,6/26/2019,2:07:44 PM,,
MAT89_B2_R-14C_3,393810.6301,7614690.235,748.098443,6/26/2019,2:06:46 PM,,
MAT89_B2_R-14C_4,393805.697,7614692.041,748.038398,6/26/2019,2:07:13 PM,,
MAT89_B2_SH_OUT_1,393856.5569,7614694.159,747.091528,6/26/2019,1:53:51 PM,,
MAT89_B2_SH_OUT_2,393851.86,7614696.067,746.783823,6/26/2019,1:54:13 PM,,
MAT89_B2_SH_OUT_3,393849.6889,7614675.398,748.376457,6/26/2019,1:54:10 PM,,
MAT89_B2_SH_OUT_4,393845.1224,7614677.092,748.306934,6/26/2019,1:54:28 PM,,
MAT89_B2_SH-CT_1,393847.2622,7614679.036,748.179847,6/26/2019,1:55:04 PM,,
MAT89_B2_SH-CT_2,393849.6625,7614678.282,748.221436,6/26/2019,1:55:32 PM,,
MAT89_B2_SH-CT_3,393851.2227,7614682.981,747.94537,6/26/2019,1:55:54 PM,,
MAT89_B2_SH-CT_4,393848.7581,7614683.78,747.928111,6/26/2019,1:56:47 PM,,
MAT89_B2_SH-NP_1,393854.5269,7614692.498,747.197777,6/26/2019,1:55:17 PM,,
MAT89_B2_SH-NP_2,393852.1338,7614693.333,747.004987,6/26/2019,1:54:53 PM,,
MAT89_B2_SH-NP_3,393853.0178,7614687.801,747.586213,6/26/2019,1:55:39 PM,,
MAT89_B2_SH-NP_4,393850.6088,7614688.578,747.435229,6/26/2019,1:55:55 PM,,
MAT89_B2_SULFUR_1,393864.7164,7614715.941,745.634213,6/26/2019,3:12:02 PM,,
MAT89_B2_SULFUR_2,393869.0918,7614713.779,745.689479,6/26/2019,3:11:44 PM,,
MAT89_B3_CT1_1,393783.3144,7614778.781,742.630623,6/26/2019,2:43:54 PM,,
MAT89_B3_CT1_2,393787.871,7614776.771,742.671495,6/26/2019,2:44:10 PM,,
MAT89_B3_CT1_3,393775.273,7614760.562,743.71499,6/26/2019,2:44:09 PM,,
MAT89_B3_CT1_4,393779.9026,7614758.479,743.846248,6/26/2019,2:44:30 PM,,
MAT89_B3_CT2_1,393777.137,7614781.656,742.544165,6/26/2019,2:39:42 PM,,
MAT89_B3_CT2_2,393781.5476,7614779.504,742.519341,6/26/2019,2:39:59 PM,,
MAT89_B3_CT2_3,393768.5525,7614763.74,743.693126,6/26/2019,2:43:28 PM,,
MAT89_B3_CT2_4,393773.4732,7614761.232,743.724456,6/26/2019,2:43:48 PM,,
MAT89_B3_EXC-CT-LF_3,393741.4554,7614775.357,743.087729,6/26/2019,2:30:49 PM,,
MAT89_B3_EXC-CT-LF_4,393736.9938,7614777.428,743.058118,6/26/2019,2:31:07 PM,,
MAT89_B3_EXC-CT-MF_5,393743.3458,7614779.521,743.058118,6/26/2020,,,
MAT89_B3_EXC-CT-MF_6,393739.1309,7614781.513,742.127293,6/26/2021,,,
MAT89_B3_EXC-CT-NF_1,393744.8059,7614795.536,742.127293,6/26/2019,2:31:26 PM,,
MAT89_B3_EXC-CT-NF_2,393749.482,7614793.587,742.225238,6/26/2019,2:32:00 PM,,
MAT89_B3_EXC-CT-SF_1,393740.8536,7614786.545,742.436162,6/26/2019,2:32:07 PM,,
MAT89_B3_EXC-CT-SF_2,393745.3689,7614784.415,742.62484,6/26/2019,2:32:54 PM,,
MAT89_B3_EXC-NP-LF_1,393764.7273,7614775.973,743.060462,6/26/2019,2:36:15 PM,,
MAT89_B3_EXC-NP-LF_2,393760.2275,7614778.018,742.952097,6/26/2019,2:37:13 PM,,
MAT89_B3_EXC-NP-MF_5,393758.2203,7614773.205,742.952097,6/26/2020,,,
MAT89_B3_EXC-NP-MF_6,393762.8082,7614771.189,742.457408,6/26/2021,,,
MAT89_B3_EXC-NP-NF_1,393764.0669,7614787.089,742.457408,6/26/2019,2:35:56 PM,,
MAT89_B3_EXC-NP-NF_2,393768.8346,7614785.296,742.649682,6/26/2019,2:36:22 PM,,
MAT89_B3_EXC-NP-SF_3,393756.1185,7614768.91,743.415016,6/26/2019,2:35:10 PM,,
MAT89_B3_EXC-NP-SF_4,393760.6791,7614766.912,743.467533,6/26/2019,2:35:28 PM,,
MAT89_B3_EXTRA3_1,393757.5728,7614790.194,742.179343,6/26/2019,2:35:07 PM,,
MAT89_B3_EXTRA3_2,393762.2198,7614787.991,742.479531,6/26/2019,2:35:25 PM,,
MAT89_B3_EXTRA3_3,393749.0171,7614772.031,743.457187,6/26/2019,2:34:17 PM,,
MAT89_B3_EXTRA3_4,393754.1577,7614769.773,743.322938,6/26/2019,2:34:41 PM,,
MAT89_B3_GH-CT_1,393764.6838,7614768.086,743.284181,6/26/2019,2:38:18 PM,,
MAT89_B3_GH-CT_2,393766.9924,7614767.067,743.302857,6/26/2019,2:38:36 PM,,
MAT89_B3_GH-CT_3,393766.5836,7614772.551,743.034689,6/26/2019,2:39:05 PM,,
MAT89_B3_GH-CT_4,393768.9516,7614771.568,743.047372,6/26/2019,2:39:28 PM,,
MAT89_B3_GH-NP_1,393770.7863,7614781.55,742.441155,6/26/2019,2:38:09 PM,,
MAT89_B3_GH-NP_2,393773.0906,7614780.51,742.617697,6/26/2019,2:37:45 PM,,
MAT89_B3_GH-NP_3,393768.7306,7614777.038,742.717303,6/26/2019,2:38:31 PM,,
MAT89_B3_GH-NP_4,393771.0262,7614775.984,743.013179,6/26/2019,2:39:04 PM,,
MAT89_B3_LIME_1,393750.8889,7614798.039,741.986731,6/26/2019,2:32:45 PM,,
MAT89_B3_LIME_4,393746.183,7614799.422,741.837824,6/26/2019,2:33:57 PM,,
MAT89_B3_LIME-SULFUR_5,393749.4357,7614808.9,741.837824,6/26/2020,,,
MAT89_B3_LIME-SULFUR_6,393754.1347,7614807.233,742.185017,6/26/2021,,,
MAT89_B3_N_1,393751.3516,7614792.723,742.185017,6/26/2019,2:34:29 PM,,
MAT89_B3_N_2,393755.8599,7614790.811,742.262598,6/26/2019,2:34:45 PM,,
MAT89_B3_N_3,393743.0957,7614774.467,743.21445,6/26/2019,2:33:31 PM,,
MAT89_B3_N_4,393746.8924,7614772.969,743.398812,6/26/2019,2:33:49 PM,,
MAT89_B3_NP_1,393789.3335,7614775.889,742.611018,6/26/2019,2:44:35 PM,,
MAT89_B3_NP_2,393794.29,7614774.116,742.81855,6/26/2019,2:44:55 PM,,
MAT89_B3_NP_3,393781.5963,7614757.694,743.979921,6/26/2019,2:44:53 PM,,
MAT89_B3_NP_4,393786.4141,7614755.745,743.873029,6/26/2019,2:45:16 PM,,
MAT89_B3_P_1,393796.0837,7614773.049,742.86602,6/26/2019,2:50:19 PM,,
MAT89_B3_P_2,393800.7435,7614771.299,742.960252,6/26/2019,2:50:43 PM,,
MAT89_B3_P_3,393788.1898,7614754.968,743.819042,6/26/2019,2:49:09 PM,,
MAT89_B3_P_4,393792.6363,7614753.194,743.950498,6/26/2019,2:49:35 PM,,
MAT89_B3_SH-CT_1,393796.9685,7614753.594,744.0957,6/26/2019,2:51:00 PM,,
MAT89_B3_SH-CT_2,393799.311,7614752.681,744.010519,6/26/2019,2:51:44 PM,,
MAT89_B3_SH-CT_3,393801.2162,7614757.199,743.77929,6/26/2019,2:52:00 PM,,
MAT89_B3_SH-CT_4,393798.9037,7614758.143,743.771961,6/26/2019,2:52:15 PM,,
MAT89_B3_SH-NP_1,393802.6571,7614767.665,743.063555,6/26/2019,2:51:31 PM,,
MAT89_B3_SH-NP_2,393804.9103,7614766.613,743.242311,6/26/2019,2:52:47 PM,,
MAT89_B3_SH-NP_3,393800.7119,7614763.102,743.434667,6/26/2019,2:51:51 PM,,
MAT89_B3_SH-NP_4,393802.9991,7614762.137,743.671719,6/26/2019,2:52:06 PM,,
MAT89_B3_SULFUR_2,393757.4393,7614816.777,740.776881,6/26/2019,2:33:12 PM,,
MAT89_B3_SULFUR_3,393752.7131,7614818.221,740.637023,6/26/2019,2:33:25 PM,,
MAT89_B4_CT1_1,393788.8028,7614738.635,745.038859,6/26/2019,2:14:28 PM,,
MAT89_B4_CT1_2,393784.4667,7614740.703,744.791588,6/26/2019,2:14:42 PM,,
MAT89_B4_CT1_3,393780.5549,7614720.424,746.486336,6/26/2019,2:14:14 PM,,
MAT89_B4_CT1_4,393775.8638,7614722.601,746.488522,6/26/2019,2:14:36 PM,,
MAT89_B4_CT2_1,393795.2374,7614735.675,745.236434,6/26/2019,2:12:53 PM,,
MAT89_B4_CT2_2,393790.6533,7614737.738,745.100905,6/26/2019,2:13:48 PM,,
MAT89_B4_CT2_3,393786.9218,7614717.42,746.635336,6/26/2019,2:12:52 PM,,
MAT89_B4_CT2_4,393782.4118,7614719.566,746.401758,6/26/2019,2:13:45 PM,,
MAT89_B4_EXC-CT-LF_1,393752.9294,7614744.079,745.050493,6/26/2019,2:24:45 PM,,
MAT89_B4_EXC-CT-LF_2,393748.4904,7614746.467,744.82244,6/26/2019,2:25:16 PM,,
MAT89_B4_EXC-CT-MF_5,393750.6171,7614740.064,744.82244,6/26/2020,,,
MAT89_B4_EXC-CT-MF_6,393746.5292,7614742.096,744.237429,6/26/2021,,,
MAT89_B4_EXC-CT-NF_1,393757.1744,7614753.221,744.237429,6/26/2019,2:23:40 PM,,
MAT89_B4_EXC-CT-NF_2,393752.7227,7614755.379,744.29218,6/26/2019,2:24:09 PM,,
MAT89_B4_EXC-CT-SF_3,393748.6643,7614735.109,745.661787,6/26/2019,2:24:07 PM,,
MAT89_B4_EXC-CT-SF_4,393744.3147,7614737.339,745.542248,6/26/2019,2:24:25 PM,,
MAT89_B4_EXC-NP-LF_3,393754.7639,7614743.344,745.091095,6/26/2019,2:22:48 PM,,
MAT89_B4_EXC-NP-LF_4,393759.3792,7614741.149,745.240126,6/26/2019,2:23:10 PM,,
MAT89_B4_EXC-NP-MF_5,393756.93,7614747.774,745.240126,6/26/2020,,,
MAT89_B4_EXC-NP-MF_6,393761.2031,7614745.558,745.910468,6/26/2021,,,
MAT89_B4_EXC-NP-NF_3,393755.1524,7614732.3,745.910468,6/26/2019,2:21:16 PM,,
MAT89_B4_EXC-NP-NF_4,393750.7198,7614734.249,745.825896,6/26/2019,2:21:38 PM,,
MAT89_B4_EXC-NP-SF_1,393763.6668,7614750.526,744.284856,6/26/2019,2:21:18 PM,,
MAT89_B4_EXC-NP-SF_2,393758.8086,7614753.004,744.174131,6/26/2019,2:21:37 PM,,
MAT89_B4_EXTRA_1,393776.0832,7614744.522,744.674173,6/26/2019,2:18:04 PM,,
MAT89_B4_EXTRA_2,393771.7849,7614746.512,744.496676,6/26/2019,2:18:25 PM,,
MAT89_B4_EXTRA_3,393767.712,7614726.32,746.167221,6/26/2019,2:17:58 PM,,
MAT89_B4_EXTRA_4,393763.3038,7614728.397,746.176944,6/26/2019,2:18:18 PM,,
MAT89_B4_GH_OUT_1,393769.8469,7614747.353,744.447502,6/26/2019,2:18:55 PM,,
MAT89_B4_GH_OUT_2,393765.1835,7614749.387,744.350695,6/26/2019,2:19:09 PM,,
MAT89_B4_GH_OUT_3,393761.5385,7614729.299,746.052222,6/26/2019,2:18:59 PM,,
MAT89_B4_GH_OUT_4,393756.8825,7614731.332,746.056505,6/26/2019,2:19:17 PM,,
MAT89_B4_GH-CT_1,393761.6731,7614732.623,745.736022,6/26/2019,2:19:45 PM,,
MAT89_B4_GH-CT_2,393763.5094,7614737.265,745.179374,6/26/2019,2:20:06 PM,,
MAT89_B4_GH-CT_3,393761.1208,7614738.264,745.06399,6/26/2019,2:20:26 PM,,
MAT89_B4_GH-CT_4,393759.4291,7614733.691,745.691009,6/26/2019,2:20:44 PM,,
MAT89_B4_GH-NP_1,393767.4695,7614745.699,744.836806,6/26/2019,2:19:41 PM,,
MAT89_B4_GH-NP_2,393765.1307,7614746.772,744.66429,6/26/2019,2:19:58 PM,,
MAT89_B4_GH-NP_3,393765.3178,7614741.199,745.103472,6/26/2019,2:20:33 PM,,
MAT89_B4_GH-NP_4,393763.2076,7614742.254,744.925918,6/26/2019,2:20:17 PM,,
MAT89_B4_LIME_3,393738.4153,7614708.594,747.948616,6/26/2019,2:27:51 PM,,
MAT89_B4_LIME_4,393742.9722,7614706.819,748.123643,6/26/2019,2:28:12 PM,,
MAT89_B4_LIME-SULFUR_5,393746.8523,7614716.64,748.123643,6/26/2020,,,
MAT89_B4_LIME-SULFUR_6,393742.2644,7614718.418,745.276953,6/26/2021,,,
MAT89_B4_N_1,393807.9107,7614729.819,745.276953,6/26/2019,2:10:12 PM,,
MAT89_B4_N_2,393803.5198,7614731.854,745.207418,6/26/2019,2:11:26 PM,,
MAT89_B4_N_3,393799.5543,7614711.746,746.826038,6/26/2019,2:10:53 PM,,
MAT89_B4_N_4,393795.0106,7614713.773,746.690997,6/26/2019,2:11:26 PM,,
MAT89_B4_NP_1,393750.9307,7614756.239,744.12446,6/26/2019,2:25:54 PM,,
MAT89_B4_NP_2,393745.8032,7614758.386,744.09353,6/26/2019,2:26:13 PM,,
MAT89_B4_NP_3,393742.5157,7614738.08,745.632102,6/26/2019,2:25:06 PM,,
MAT89_B4_NP_4,393737.8488,7614740.227,745.47101,6/26/2019,2:25:43 PM,,
MAT89_B4_P_1,393801.657,7614732.835,745.330462,6/26/2019,2:12:02 PM,,
MAT89_B4_P_2,393797.2141,7614734.813,745.256981,6/26/2019,2:12:23 PM,,
MAT89_B4_P_3,393793.3568,7614714.725,746.468511,6/26/2019,2:11:59 PM,,
MAT89_B4_P_4,393788.7289,7614716.622,746.568917,6/26/2019,2:12:19 PM,,
MAT89_B4_SH_OUT_1,393782.5806,7614741.61,744.80045,6/26/2019,2:15:22 PM,,
MAT89_B4_SH_OUT_2,393778.1043,7614743.536,744.745132,6/26/2019,2:15:38 PM,,
MAT89_B4_SH_OUT_3,393774.19,7614723.298,746.409265,6/26/2019,2:15:09 PM,,
MAT89_B4_SH_OUT_4,393769.5918,7614725.329,746.195674,6/26/2019,2:15:33 PM,,
MAT89_B4_SH-CT_1,393774.3858,7614726.497,746.119373,6/26/2019,2:16:06 PM,,
MAT89_B4_SH-CT_2,393776.559,7614731.02,745.75302,6/26/2019,2:16:27 PM,,
MAT89_B4_SH-CT_3,393774.1553,7614731.924,745.742915,6/26/2019,2:16:48 PM,,
MAT89_B4_SH-CT_4,393772.1046,7614727.534,746.039467,6/26/2019,2:17:09 PM,,
MAT89_B4_SH-NP_1,393780.3677,7614739.409,745.139212,6/26/2019,2:16:14 PM,,
MAT89_B4_SH-NP_2,393777.9721,7614740.332,745.041153,6/26/2019,2:16:30 PM,,
MAT89_B4_SH-NP_3,393778.3289,7614734.977,745.605626,6/26/2019,2:17:07 PM,,
MAT89_B4_SH-NP_4,393775.9975,7614735.866,745.480135,6/26/2019,2:17:21 PM,,
MAT89_B4_SULFUR_1,393750.1444,7614725.317,746.678957,6/26/2019,2:26:51 PM,,
MAT89_B4_SULFUR_2,393745.5104,7614727.071,746.456357,6/26/2019,2:27:10 PM,,
MNN89_B1_CT_1,392686.7733,7615881.774,742.331703,7/4/2019,2:10:35 PM,,
MNN89_B1_CT_2,392685.6413,7615877.042,742.476233,7/4/2019,2:10:51 PM,,
MNN89_B1_CT_3,392706.3425,7615877.4,741.447998,7/4/2019,2:11:31 PM,,
MNN89_B1_CT_4,392705.1115,7615872.512,741.377817,7/4/2019,2:11:52 PM,,
MNN89_B1_EXTRA1_1,392683.9803,7615868.128,742.690732,7/4/2019,2:14:12 PM,,
MNN89_B1_EXTRA1_2,392682.6605,7615863.238,742.769315,7/4/2019,2:14:31 PM,,
MNN89_B1_EXTRA1_3,392702.0237,7615858.739,741.167932,7/4/2019,2:15:02 PM,,
MNN89_B1_EXTRA1_4,392703.0813,7615863.656,741.468887,7/4/2019,2:15:20 PM,,
MNN89_B1_EXTRA2_1,392709.788,7615892.908,741.436432,7/4/2019,2:06:04 PM,,
MNN89_B1_EXTRA2_2,392710.9198,7615897.414,741.468615,7/4/2019,2:06:19 PM,,
MNN89_B1_EXTRA2_3,392690.2723,7615897.071,742.006615,7/4/2019,2:06:57 PM,,
MNN89_B1_EXTRA2_4,392691.722,7615902.201,741.8334,7/4/2019,2:07:13 PM,,
MNN89_B1_N_1,392689.8837,7615894.924,741.993615,7/4/2019,2:07:36 PM,,
MNN89_B1_N_2,392688.7087,7615890.581,742.264268,7/4/2019,2:07:53 PM,,
MNN89_B1_N_3,392708.2509,7615886.127,741.346651,7/4/2019,2:08:23 PM,,
MNN89_B1_N_4,392709.382,7615890.974,741.40817,7/4/2019,2:08:50 PM,,
MNN89_B1_NP_1,392707.8009,7615884.108,741.511138,7/4/2019,2:09:08 PM,,
MNN89_B1_NP_2,392706.6481,7615879.249,741.452893,7/4/2019,2:09:27 PM,,
MNN89_B1_NP_3,392687.1707,7615883.633,742.372591,7/4/2019,2:09:54 PM,,
MNN89_B1_NP_4,392688.2863,7615888.634,742.300859,7/4/2019,2:10:15 PM,,
MNN89_B1_P_1,392704.6412,7615870.494,741.334741,7/4/2019,2:12:17 PM,,
MNN89_B1_P_2,392703.5662,7615865.65,741.454445,7/4/2019,2:12:40 PM,,
MNN89_B1_P_3,392685.2966,7615874.944,742.4765,7/4/2019,2:13:14 PM,,
MNN89_B1_P_4,392684.4708,7615869.879,742.67233,7/4/2019,2:13:29 PM,,
MNN89_B2_CT_1,392706.8958,7615826.923,739.849516,7/4/2019,2:22:02 PM,,
MNN89_B2_CT_2,392706.3603,7615822.091,739.872135,7/4/2019,2:22:16 PM,,
MNN89_B2_CT_3,392726.8506,7615825.512,738.635977,7/4/2019,2:22:49 PM,,
MNN89_B2_CT_4,392726.4222,7615820.476,738.630763,7/4/2019,2:23:04 PM,,
MNN89_B2_EXTRA1_1,392708.0284,7615840.737,740.491826,7/4/2019,2:19:06 PM,,
MNN89_B2_EXTRA1_2,392707.6548,7615835.91,740.193158,7/4/2019,2:19:21 PM,,
MNN89_B2_EXTRA1_3,392727.7873,7615839.541,739.275627,7/4/2019,2:19:57 PM,,
MNN89_B2_EXTRA1_4,392727.586,7615834.422,739.029845,7/4/2019,2:20:13 PM,,
MNN89_B2_EXTRA2_1,392727.3355,7615832.433,738.847694,7/4/2019,2:20:25 PM,,
MNN89_B2_EXTRA2_2,392727.0628,7615827.452,738.663563,7/4/2019,2:20:42 PM,,
MNN89_B2_EXTRA2_3,392707.4185,7615834.082,740.142844,7/4/2019,2:21:23 PM,,
MNN89_B2_EXTRA2_4,392707.0519,7615828.885,740.08263,7/4/2019,2:21:39 PM,,
MNN89_B2_N_1,392726.3135,7615818.439,738.557966,7/4/2019,2:23:16 PM,,
MNN89_B2_N_2,392725.9448,7615813.497,738.334357,7/4/2019,2:23:33 PM,,
MNN89_B2_N_3,392705.8977,7615815.053,739.823781,7/4/2019,2:24:03 PM,,
MNN89_B2_N_4,392706.2645,7615819.993,739.923519,7/4/2019,2:24:25 PM,,
MNN89_B2_NP_1,392728.6427,7615846.563,739.515107,7/4/2019,2:17:42 PM,,
MNN89_B2_NP_2,392728.1654,7615841.441,739.266811,7/4/2019,2:18:00 PM,,
MNN89_B2_NP_3,392708.5473,7615847.936,740.567784,7/4/2019,2:18:38 PM,,
MNN89_B2_NP_4,392707.9695,7615842.867,740.505549,7/4/2019,2:18:53 PM,,
MNN89_B2_P_1,392709.0138,7615854.44,740.764975,7/4/2019,2:16:22 PM,,
MNN89_B2_P_2,392708.7086,7615849.867,740.717355,7/4/2019,2:16:39 PM,,
MNN89_B2_P_3,392728.5408,7615853.276,739.784316,7/4/2019,2:17:13 PM,,
MNN89_B2_P_4,392728.5795,7615848.401,739.575597,7/4/2019,2:17:29 PM,,
MNN89_B3_CT_1,392793.7159,7615858.064,737.243866,7/4/2019,2:31:41 PM,,
MNN89_B3_CT_2,392798.3816,7615857.286,737.137251,7/4/2019,2:31:57 PM,,
MNN89_B3_CT_3,392793.3619,7615837.727,735.915187,7/4/2019,2:32:27 PM,,
MNN89_B3_CT_4,392788.5265,7615838.904,736.088386,7/4/2019,2:32:46 PM,,
MNN89_B3_EXTRA1_1,392807.1499,7615854.996,736.691912,7/4/2019,2:34:25 PM,,
MNN89_B3_EXTRA1_2,392811.8757,7615853.747,736.491533,7/4/2019,2:34:44 PM,,
MNN89_B3_EXTRA1_3,392802.0011,7615835.438,735.37566,7/4/2019,2:35:25 PM,,
MNN89_B3_EXTRA1_4,392806.8469,7615834.261,735.280598,7/4/2019,2:35:43 PM,,
MNN89_B3_EXTRA2_1,392795.3103,7615837.238,735.908112,7/4/2019,2:33:10 PM,,
MNN89_B3_EXTRA2_2,392800.3093,7615835.798,735.490445,7/4/2019,2:33:27 PM,,
MNN89_B3_EXTRA2_3,392805.2969,7615855.513,736.714305,7/4/2019,2:33:53 PM,,
MNN89_B3_EXTRA2_4,392800.4316,7615856.915,737.075667,7/4/2019,2:34:07 PM,,
MNN89_B3_N_1,392781.8517,7615840.737,736.520179,7/4/2019,2:30:20 PM,,
